note,book,page,page_kind,image_count,drawing_count,word_count,likely_visual,tags,concepts,linked_stock_figures,note_path,image_path
Trade Like a Stock Market Wizard - Page Image 218,Trade Like a Stock Market Wizard,218,visual-page,0,18,417,True,pivot-or-entry; vcp-or-tightening; visual-concept-page; volume-behavior,Mental Discipline; Pivot and Entry; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 218.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_218.png
Trade Like a Stock Market Wizard - Page Image 219,Trade Like a Stock Market Wizard,219,stock-chart-page,1,19,215,True,manual-review-needed; sell-or-failure; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 219.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_219.png
Trade Like a Stock Market Wizard - Page Image 220,Trade Like a Stock Market Wizard,220,stock-chart-page,1,18,274,True,manual-review-needed; risk-first; sell-or-failure; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Risk First; Sell Rules and Failure Signals; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 220.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_220.png
Trade Like a Stock Market Wizard - Page Image 221,Trade Like a Stock Market Wizard,221,visual-page,0,18,431,True,risk-first; sell-or-failure; visual-concept-page; volume-behavior,Mental Discipline; Risk First; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 221.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_221.png
Trade Like a Stock Market Wizard - Page Image 222,Trade Like a Stock Market Wizard,222,stock-chart-page,1,19,170,True,manual-review-needed; stage-2-uptrend; stock-chart-page; volume-behavior,Mental Discipline; Stage 2 Uptrend; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 222.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_222.png
Trade Like a Stock Market Wizard - Page Image 223,Trade Like a Stock Market Wizard,223,stock-chart-page,1,19,144,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 223.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_223.png
Trade Like a Stock Market Wizard - Page Image 224,Trade Like a Stock Market Wizard,224,stock-chart-page,2,20,50,True,stage-2-leadership; stock-chart-page; volume-dry-up,Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 224.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_224.png
Trade Like a Stock Market Wizard - Page Image 225,Trade Like a Stock Market Wizard,225,stock-chart-page,1,19,210,True,sell-or-failure; stage-2-leadership; stock-chart-page,Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 225.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_225.png
Trade Like a Stock Market Wizard - Page Image 226,Trade Like a Stock Market Wizard,226,stock-chart-page,1,18,206,True,stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 226.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_226.png
Trade Like a Stock Market Wizard - Page Image 227,Trade Like a Stock Market Wizard,227,stock-chart-page,1,19,205,True,pivot-breakout; risk-first; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 227.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_227.png
Trade Like a Stock Market Wizard - Page Image 228,Trade Like a Stock Market Wizard,228,stock-chart-page,1,20,256,True,manual-review-needed; risk-first; sell-or-failure; stock-chart-page,Mental Discipline; Risk First; Sell Rules and Failure Signals,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 228.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_228.png
Trade Like a Stock Market Wizard - Page Image 229,Trade Like a Stock Market Wizard,229,stock-chart-page,1,19,227,True,mental-discipline; risk-first; sell-or-failure; shakeout; stage-2-leadership; stock-chart-page; vcp-or-tightening,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 229.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_229.png
Trade Like a Stock Market Wizard - Page Image 230,Trade Like a Stock Market Wizard,230,stock-chart-page,1,19,248,True,manual-review-needed; risk-first; stock-chart-page,Mental Discipline; Risk First,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 230.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_230.png
Trade Like a Stock Market Wizard - Page Image 231,Trade Like a Stock Market Wizard,231,stock-chart-page,1,19,211,True,pivot-or-entry; sell-or-failure; stage-2-leadership; stage-2-uptrend; stock-chart-page,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 231.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_231.png
Trade Like a Stock Market Wizard - Page Image 232,Trade Like a Stock Market Wizard,232,visual-page,0,18,475,True,sell-or-failure; visual-concept-page; volume-behavior,Mental Discipline; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 232.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_232.png
Trade Like a Stock Market Wizard - Page Image 233,Trade Like a Stock Market Wizard,233,stock-chart-page,1,19,213,True,ipo-or-new-issue; manual-review-needed; stock-chart-page; vcp-or-tightening; volume-behavior,IPO Base / New Issue Setup; Mental Discipline; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 233.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_233.png
Trade Like a Stock Market Wizard - Page Image 234,Trade Like a Stock Market Wizard,234,stock-chart-page,1,19,185,True,stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 234.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_234.png
Trade Like a Stock Market Wizard - Page Image 235,Trade Like a Stock Market Wizard,235,stock-chart-page,2,18,70,True,shakeout; stage-2-leadership; stock-chart-page; volume-behavior,Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 235.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_235.png
Trade Like a Stock Market Wizard - Page Image 236,Trade Like a Stock Market Wizard,236,stock-chart-page,2,20,63,True,manual-review-needed; stock-chart-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 236.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_236.png
Trade Like a Stock Market Wizard - Page Image 237,Trade Like a Stock Market Wizard,237,stock-chart-page,1,19,211,True,pivot-breakout; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 237.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_237.png
Trade Like a Stock Market Wizard - Page Image 238,Trade Like a Stock Market Wizard,238,stock-chart-page,1,19,234,True,pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 238.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_238.png
Trade Like a Stock Market Wizard - Page Image 239,Trade Like a Stock Market Wizard,239,stock-chart-page,1,19,241,True,pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 239.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_239.png
Trade Like a Stock Market Wizard - Page Image 240,Trade Like a Stock Market Wizard,240,stock-chart-page,2,20,53,True,pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 240.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_240.png
Trade Like a Stock Market Wizard - Page Image 241,Trade Like a Stock Market Wizard,241,stock-chart-page,1,19,223,True,pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 241.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_241.png
Trade Like a Stock Market Wizard - Page Image 242,Trade Like a Stock Market Wizard,242,stock-chart-page,1,19,248,True,pivot-breakout; pivot-or-entry; risk-first; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 242.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_242.png
Trade Like a Stock Market Wizard - Page Image 243,Trade Like a Stock Market Wizard,243,stock-chart-page,2,18,86,True,pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 243.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_243.png
Trade Like a Stock Market Wizard - Page Image 244,Trade Like a Stock Market Wizard,244,visual-page,0,18,451,True,pivot-or-entry; risk-first; vcp-or-tightening; visual-concept-page; volume-behavior,Mental Discipline; Pivot and Entry; Risk First; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 244.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_244.png
Trade Like a Stock Market Wizard - Page Image 245,Trade Like a Stock Market Wizard,245,visual-page,0,18,356,True,pivot-or-entry; risk-first; sell-or-failure; visual-concept-page; volume-behavior,Mental Discipline; Pivot and Entry; Risk First; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 245.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_245.png
Trade Like a Stock Market Wizard - Page Image 246,Trade Like a Stock Market Wizard,246,stock-chart-page,2,20,53,True,pivot-breakout; pivot-or-entry; risk-first; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 246.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_246.png
Trade Like a Stock Market Wizard - Page Image 247,Trade Like a Stock Market Wizard,247,stock-chart-page,1,19,204,True,pivot-breakout; pivot-or-entry; risk-first; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 247.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_247.png
Trade Like a Stock Market Wizard - Page Image 248,Trade Like a Stock Market Wizard,248,stock-chart-page,1,19,242,True,manual-review-needed; pivot-or-entry; risk-first; stock-chart-page,Mental Discipline; Pivot and Entry; Risk First,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 248.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_248.png
Trade Like a Stock Market Wizard - Page Image 249,Trade Like a Stock Market Wizard,249,stock-chart-page,1,19,179,True,manual-review-needed; pivot-or-entry; stock-chart-page; volume-behavior,Mental Discipline; Pivot and Entry; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 249.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_249.png
Trade Like a Stock Market Wizard - Page Image 250,Trade Like a Stock Market Wizard,250,stock-chart-page,2,20,74,True,manual-review-needed; pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 250.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_250.png
Trade Like a Stock Market Wizard - Page Image 251,Trade Like a Stock Market Wizard,251,stock-chart-page,1,18,204,True,manual-review-needed; risk-first; stock-chart-page,Mental Discipline; Risk First,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 251.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_251.png
